isin,fund,amfi,json,category,rta_code,amfi_code,type
INF090I01SZ4,Franklin India Fixed Maturity Plans-Series 6 - plan D 1097 days - QTR Direct - DIVIDEND PAYOUT,*** Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW ***,Franklin India Fixed Maturity Plans-Series 6 - Plan D 1097 Days - Qtr Direct - IDCW,DEBT,874,144657,
INF090I01TI8,Franklin India Credit Risk Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Credit Risk Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Dividend Plan) - IDCW,DEBT,879,147957,
INF090I01TJ6,Franklin India Credit Risk Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Credit Risk Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Plan) - Growth,DEBT,880,147954,
INF090I01TK4,Franklin India Credit Risk Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Credit Risk Fund-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - IDCW,DEBT,881,147956,
INF090I01TL2,Franklin India Credit Risk Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Credit Risk Fund-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Growth,DEBT,882,147955,
INF090I01TQ1,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Dividend Plan) - IDCW,DEBT,883,147983,
INF090I01TR9,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Plan) - Growth,DEBT,884,147981,
INF090I01TS7,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Dynamic Accrual Fund-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - IDCW,DEBT,885,147982,
INF090I01TT5,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Dynamic Accrual Fund-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Growth,DEBT,886,147984,
INF090I01TA5,Franklin India Income Opportunities Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Income Opportunities Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Dividend Plan) - IDCW,DEBT,887,147964,
INF090I01TB3,Franklin India Income Opportunities Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Income Opportunities Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Plan) - Growth,DEBT,888,147962,
INF090I01TC1,Franklin India Income Opportunities Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Income Opportunities Fund-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - IDCW,DEBT,889,147965,
INF090I01TD9,Franklin India Income Opportunities Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Income Opportunities Fund-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Growth,DEBT,890,147963,
INF090I01TY5,Franklin India Low Duration Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Low Duration Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Monthly Dividend Plan) - Monthly - IDCW,DEBT,891,147990,
INF090I01TZ2,Franklin India Low Duration Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Low Duration Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Qty. Dividend Plan) - Quarterly - IDCW,DEBT,892,147992,
INF090I01UA3,Franklin India Low Duration Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Low Duration Fund- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Plan) - Growth,DEBT,893,147994,
INF090I01UB1,Franklin India Low Duration Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Low Duration Fund-Direct- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Monthly - IDCW,DEBT,894,147991,
INF090I01UC9,Franklin India Low Duration Fund- Segregated Portfolio 1 - DIVIDEND,,Franklin India Low Duration Fund-Direct- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Quarterly - IDCW,DEBT,895,147993,
INF090I01UD7,Franklin India Low Duration Fund- Segregated Portfolio 1 - GROWTH,,Franklin India Low Duration Fund-Direct- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Growth,DEBT,896,147989,
INF090I01UK2,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1 - GROWTH,*** Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option ***,Franklin India Short-Term Income Plan- Retail Plan - Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20- Growth Option) - Growth,DEBT,897,148002,
INF090I01UL0,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Option ***,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Qty. Dividend Option) - Quarterly - IDCW,DEBT,898,148007,
INF090I01UM8,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Option ***,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Monthly Dividend Option) - Monthly - IDCW,DEBT,899,148003,
INF090I01UN6,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option ***,Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Weekly Dividend Option) - Weekly - IDCW,DEBT,900,148005,
INF090I01UP1,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1 - GROWTH,*** Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - Growth,DEBT,901,148002,
INF090I01UQ9,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Option***,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Option,DEBT,902,148009,
INF090I01UR7,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Option ***,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Monthly Dividend Option,DEBT,903,148004,
INF090I01US5,Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1 - DIVIDEND,*** Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option ***,Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,DEBT,904,148006,
INF090I01UO4,Franklin India Short term Income Plan-Inst Plan- Segregated Portfolio 1 - GROWTH,*** Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option ***,Franklin India Short Term Income Plan-Inst Plan- Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Option) - Growth,DEBT,905,148008,
INF090I01VC7,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1 - GROWTH,*** Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option ***,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Option) - Growth,DEBT,906,147979,
INF090I01VD5,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option ***,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20) - IDCW,DEBT,907,147980,
INF090I01VI4,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option ***,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Weekly Dividend Option) - Weekly - IDCW,DEBT,908,147977,
INF090I01VE3,Franklin India Ultra Short Bond Fund- Inst Plan-Segregated Portfolio 1 - GROWTH,*** Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option ***,Franklin India Ultra Short Bond Fund- Inst Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Option) - Growth,DEBT,909,147976,
INF090I01VF0,Franklin India Ultra Short Bond Fund- Inst Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option ***,Franklin India Ultra Short Bond Fund- Inst Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Daily Dividend Option) - Daily - IDCW,DEBT,910,147975,
INF090I01VK0,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 - GROWTH,*** Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option ***,Franklin India Ultra Short Bond Fund-Direct Super Instplan-Segregated Portfolio1 (8.25% Vodafone Idea Ltd-10jul20) - Growth,DEBT,911,147973,
INF090I01VL8,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Daily Dividend Option ***,Franklin India Ultra Short Bond Fund-Direct Super Instplan-Segregated Portfolio1 (8.25% Vodafone Idea Ltd-10jul20) - Daily - IDCW,DEBT,912,147974,
INF090I01VM6,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option***,Franklin India Ultra Short Bond Fund-Direct Super Instplan-Segregated Portfolio1 (8.25% Vodafone Idea Ltd-10jul20) - Weekly - IDCW,DEBT,913,147978,
INF090I01VG8,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 - GROWTH,*** Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option ***,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Growth Option) - Growth,DEBT,914,147970,
INF090I01VH6,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option ***,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Daily Dividend Option) - Daily - IDCW,DEBT,915,147971,
INF090I01VJ2,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 - DIVIDEND,*** Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option ***,Franklin India Ultra Short Bond Fund- Super Inst Plan-Segregated Portfolio 1 (8.25% Vodafone Idea Ltd-10jul20-Weekly Dividend Option) - Weekly - IDCW,DEBT,916,147972,
INF090I01TM0,Franklin India Credit Risk Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Credit Risk Fund- Segregated Portfolio 2 - IDCW ***,Franklin India Credit Risk Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - IDCW,DEBT,917,147959,
INF090I01TN8,Franklin India Credit Risk Fund- Segregated Portfolio 2 - GROWTH,*** Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Growth Plan ***,Franklin India Credit Risk Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,918,147961,
INF090I01TO6,Franklin India Credit Risk Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Direct Growth Plan ***,Franklin India Credit Risk Fund-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - IDCW,DEBT,919,147958,
INF090I01TP3,Franklin India Credit Risk Fund- Segregated Portfolio 2 - GROWTH,*** Franklin India Credit Risk Fund-Direct-Segregated Portfolio 2 - IDCW***,Franklin India Credit Risk Fund-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,920,147960,
INF090I01TU3,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - IDCW ***,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - IDCW,DEBT,921,147985,
INF090I01TV1,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - GROWTH,*** Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Growth Plan ***,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,922,147987,
INF090I01TW9,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Dynamic Accrual Fund-Direct-Segregated Portfolio 2 - IDCW ***,Franklin India Dynamic Accrual Fund-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - IDCW,DEBT,923,147986,
INF090I01TX7,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - GROWTH,*** Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Direct-Growth Plan ***,Franklin India Dynamic Accrual Fund-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,924,147988,
INF090I01TE7,Franklin India Income Opportunities Fund- Segregated Portfolio 2 - DIVIDEND,,Franklin India Income Opportunities Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - IDCW,DEBT,925,147969,
INF090I01TF4,Franklin India Income Opportunities Fund- Segregated Portfolio 2 - GROWTH,,Franklin India Income Opportunities Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,926,147968,
INF090I01TG2,Franklin India Income Opportunities Fund- Segregated Portfolio 2 - DIVIDEND,,Franklin India Income Opportunities Fund-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - IDCW,DEBT,927,147967,
INF090I01TH0,Franklin India Income Opportunities Fund- Segregated Portfolio 2 - GROWTH,,Franklin India Income Opportunities Fund-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,928,147966,
INF090I01UE5,Franklin India Low Duration Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Low Duration Fund- Segregated Portfolio 2 - Monthly - IDCW ***,Franklin India Low Duration Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Monthly - IDCW,DEBT,929,147995,
INF090I01UF2,Franklin India Low Duration Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Low Duration Fund- Segregated Portfolio 2 - Quarterly - IDCW ***,Franklin India Low Duration Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Quarterly - IDCW,DEBT,930,147997,
INF090I01UG0,Franklin India Low Duration Fund- Segregated Portfolio 2 - GROWTH,*** Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Growth Plan ***,Franklin India Low Duration Fund- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,931,148000,
INF090I01UH8,Franklin India Low Duration Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - Monthly - IDCW ***,Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Monthly - IDCW,DEBT,932,147996,
INF090I01UI6,Franklin India Low Duration Fund- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - Quarterly - IDCW ***,Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Quarterly - IDCW,DEBT,933,147998,
INF090I01UJ4,Franklin India Low Duration Fund- Segregated Portfolio 2 - GROWTH,*** Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Direct- Growth Plan ***,Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,934,147999,
INF090I01UT3,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2 - GROWTH,*** Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Growth Option ***,Franklin India Short Term Income Plan- Retail Plan- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,935,148010,
INF090I01UU1,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - Quarterly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Quarterly - IDCW,DEBT,936,148012,
INF090I01UV9,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 2 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - Monthly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Monthly - IDCW,DEBT,937,148011,
INF090I01UW7,Franklin India Short Term Income Plan-Retail Plan- Segregated Portfolio 2 - DIVIDEND,***Franklin India Short Term Income Plan-Retail Plan- Segregated Portfolio 2 - Weekly - IDCW***,Franklin India Short Term Income Plan-Retail Plan- Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Weekly - IDCW,DEBT,938,148014,
INF090I01UY3,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2 - GROWTH,*** Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Direct-Growth Option ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,939,148015,
INF090I01UZ0,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 2 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 - Quarterly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Quarterly - IDCW,DEBT,940,148018,
INF090I01VA1,Franklin India Short Term Income Plan- Retail Plan- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 - Monthly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Monthly - IDCW,DEBT,941,148017,
INF090I01VB9,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 - Weekly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Weekly - IDCW,DEBT,942,148016,
INF090I01UX5,Franklin India Short term Income Plan- Inst Plan-Segregated Portfolio 2 - GROWTH,*** Franklin India Short term Income Plan- Institutional Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023 (P/C 03Sep2021)-Growth Option ***,Franklin India Short Term Income Plan- Inst Plan-Segregated Portfolio 2 (10.90% Vodafone Idea Ltd 02sep2023 (P/C 03sep2021)) - Growth,DEBT,943,148013,
INF090I01VP9,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 - DIVIDEND,***Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 - Weekly - IDCW ***,Franklin India Short-Term Income Plan- Retail Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21) - IDCW,DEBT,944,148319,
INF090I01VN4,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 3 - GROWTH,*** Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option ***,Franklin India Short-Term Income Plan- Retail Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Growth) - Growth,DEBT,945,148318,
INF090I01VU9,Franklin India Short term Income Plan- Retail Plan-Direct- Segregated Portfolio 3 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Direct-Segregated Portfolio 3 - Monthly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Monthly Dividend) - Monthly - IDCW,DEBT,946,148312,
INF090I01VR5,Franklin India Short term Income Plan-Inst Plan- Segregated Portfolio 3 - GROWTH,*** Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option ***,Franklin India Short Term Income Plan-Inst Plan- Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Growth) - Growth,DEBT,947,148314,
INF090I01VT1,Franklin India Short term Income Plan- Retail Plan-Direct- Segregated Portfolio 3 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Direct-Segregated Portfolio 3 - Quarterly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Direct-Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Quarterly Dividend) - Quarterly - IDCW,DEBT,948,148311,
INF090I01VO2,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 - DIVIDEND,*** Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 - Quarterly - IDCW ***,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Quarterly Dividend) - Quarterly - IDCW,DEBT,949,148317,
INF090I01VV7,Franklin India Short-term Income Plan-Retail Plan-Direct- Segregated Portfolio 3 - DIVIDEND,*** Franklin India Short-term Income Plan-Retail Plan-Direct-Segregated Portfolio 3 - Weekly - IDCW ***,Franklin India Short-Term Income Plan-Retail Plan-Direct-Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Weekly Dividend) - Weekly - IDCW,DEBT,950,148316,
INF090I01VQ7,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 - DIVIDEND,*** Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 - Weekly - IDCW ***,Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Weekly Dividend) - Weekly - IDCW,DEBT,951,148315,
INF090I01VS3,Franklin India Short-term Income Plan- Retail Plan-Direct- Segregated Portfolio 3 - GROWTH,*** Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option ***,Franklin India Short-Term Income Plan- Retail Plan-Direct-Segregated Portfolio 3 (9.50% Yes Bank Ltd Co 23dec21)-Growth) - Growth,DEBT,952,148313,
